1,1
4,1
7,1
9,1
10,1
11,1
12,1
13,1
14,1
20,1
24,1
35,1
37,1
39,1
45,1
61,1
62,1
65,1
75,1
77,1
79,1
84,1
86,1
87,1
88,1
92,1
95,1
105,1
106,1
116,1
118,1
119,1
126,1
127,1
128,1
130,1
135,1
137,1
138,1
139,1
143,1
146,1
150,1
154,1
155,1
158,1
160,1
163,1
164,1
169,1
172,1
175,1
177,1
180,1
182,1
183,1
188,1
190,1
191,1
192,1
195,1
199,1
1,2
2,2
4,2
7,2
8,2
9,2
11,2
13,2
14,2
20,2
21,2
22,2
24,2
31,2
33,2
34,2
35,2
37,2
40,2
43,2
45,2
59,2
61,2
62,2
64,2
65,2
67,2
72,2
74,2
75,2
82,2
84,2
86,2
87,2
89,2
91,2
92,2
93,2
97,2
103,2
104,2
105,2
110,2
111,2
113,2
115,2
116,2
119,2
122,2
126,2
127,2
128,2
130,2
132,2
133,2
138,2
139,2
140,2
143,2
145,2
146,2
147,2
148,2
151,2
156,2
158,2
159,2
163,2
164,2
166,2
167,2
171,2
172,2
173,2
180,2
182,2
183,2
184,2
191,2
192,2
197,2
200,2
202,2
203,2
204,2
1,3
2,3
4,3
9,3
11,3
13,3
20,3
22,3
31,3
33,3
34,3
35,3
40,3
59,3
62,3
64,3
65,3
67,3
72,3
74,3
75,3
87,3
92,3
103,3
105,3
108,3
111,3
113,3
119,3
122,3
124,3
126,3
127,3
128,3
130,3
133,3
139,3
143,3
145,3
146,3
151,3
158,3
159,3
167,3
171,3
172,3
173,3
182,3
183,3
191,3
197,3
200,3
202,3
203,3
2,4
4,4
7,4
9,4
11,4
12,4
14,4
19,4
20,4
24,4
35,4
37,4
61,4
62,4
65,4
74,4
75,4
79,4
85,4
86,4
87,4
92,4
93,4
95,4
100,4
103,4
104,4
106,4
111,4
112,4
114,4
115,4
116,4
119,4
127,4
128,4
130,4
131,4
132,4
133,4
134,4
135,4
137,4
138,4
139,4
140,4
142,4
143,4
144,4
145,4
150,4
155,4
158,4
163,4
164,4
171,4
172,4
174,4
175,4
184,4
185,4
191,4
192,4
195,4
197,4
199,4
204,4
7,5
13,5
15,5
22,5
40,5
49,5
53,5
57,5
61,5
74,5
76,5
87,5
93,5
110,5
116,5
130,5
132,5
140,5
143,5
163,5
164,5
181,5
184,5
187,5
203,5
1,6
4,6
7,6
9,6
11,6
14,6
15,6
30,6
35,6
58,6
62,6
67,6
74,6
76,6
86,6
87,6
88,6
91,6
92,6
103,6
106,6
111,6
115,6
116,6
119,6
127,6
128,6
130,6
132,6
133,6
135,6
139,6
143,6
145,6
149,6
157,6
158,6
159,6
160,6
161,6
162,6
163,6
164,6
167,6
169,6
172,6
180,6
183,6
184,6
190,6
191,6
192,6
193,6
197,6
204,6
1,7
4,7
7,7
8,7
9,7
10,7
12,7
13,7
14,7
21,7
22,7
26,7
30,7
34,7
35,7
37,7
39,7
61,7
62,7
65,7
66,7
67,7
71,7
74,7
75,7
77,7
79,7
83,7
86,7
88,7
95,7
97,7
98,7
100,7
105,7
109,7
110,7
113,7
117,7
120,7
124,7
127,7
128,7
129,7
135,7
139,7
140,7
141,7
143,7
150,7
151,7
154,7
156,7
158,7
159,7
160,7
161,7
166,7
167,7
168,7
170,7
172,7
173,7
174,7
175,7
177,7
180,7
181,7
185,7
187,7
188,7
189,7
190,7
194,7
195,7
197,7
198,7
199,7
1,8
2,8
4,8
7,8
9,8
11,8
12,8
13,8
14,8
22,8
24,8
31,8
33,8
39,8
45,8
53,8
61,8
62,8
66,8
67,8
71,8
74,8
75,8
76,8
81,8
84,8
87,8
91,8
92,8
95,8
97,8
100,8
103,8
104,8
105,8
106,8
111,8
113,8
119,8
122,8
127,8
128,8
130,8
135,8
139,8
143,8
144,8
145,8
147,8
150,8
154,8
156,8
158,8
159,8
160,8
163,8
164,8
170,8
172,8
173,8
175,8
177,8
180,8
181,8
187,8
190,8
195,8
197,8
200,8
204,8
2,9
4,9
7,9
8,9
9,9
11,9
13,9
14,9
15,9
20,9
22,9
31,9
34,9
35,9
40,9
45,9
57,9
59,9
61,9
62,9
64,9
65,9
71,9
72,9
74,9
75,9
81,9
83,9
86,9
87,9
91,9
92,9
94,9
97,9
103,9
105,9
106,9
111,9
113,9
116,9
119,9
127,9
128,9
130,9
135,9
139,9
140,9
143,9
146,9
147,9
151,9
152,9
156,9
157,9
158,9
159,9
163,9
164,9
171,9
173,9
177,9
180,9
182,9
183,9
184,9
186,9
190,9
191,9
195,9
199,9
202,9
203,9
204,9
206,9
1,10
9,10
14,10
20,10
35,10
37,10
45,10
65,10
75,10
92,10
103,10
116,10
130,10
132,10
138,10
139,10
143,10
145,10
149,10
157,10
158,10
164,10
171,10
172,10
183,10
191,10
204,10
1,11
4,11
9,11
11,11
12,11
14,11
20,11
24,11
35,11
39,11
45,11
62,11
65,11
75,11
87,11
88,11
105,11
106,11
111,11
112,11
115,11
116,11
120,11
127,11
128,11
130,11
131,11
135,11
138,11
142,11
143,11
145,11
149,11
150,11
158,11
161,11
163,11
164,11
167,11
169,11
171,11
172,11
174,11
183,11
184,11
188,11
190,11
191,11
195,11
196,11
197,11
204,11
1,12
4,12
7,12
9,12
11,12
12,12
13,12
14,12
15,12
20,12
21,12
22,12
24,12
30,12
31,12
35,12
39,12
45,12
51,12
53,12
58,12
61,12
62,12
65,12
66,12
67,12
72,12
73,12
74,12
75,12
76,12
77,12
78,12
79,12
81,12
83,12
84,12
86,12
87,12
88,12
91,12
92,12
95,12
98,12
99,12
100,12
106,12
107,12
110,12
111,12
114,12
115,12
116,12
119,12
120,12
127,12
128,12
129,12
130,12
131,12
132,12
133,12
135,12
138,12
139,12
140,12
141,12
142,12
143,12
144,12
145,12
146,12
149,12
150,12
153,12
155,12
156,12
158,12
160,12
161,12
163,12
164,12
166,12
167,12
169,12
170,12
171,12
172,12
174,12
175,12
179,12
180,12
181,12
182,12
183,12
184,12
185,12
187,12
190,12
191,12
192,12
193,12
195,12
196,12
197,12
198,12
199,12
202,12
203,12
204,12
2,13
4,13
8,13
9,13
10,13
11,13
12,13
13,13
14,13
15,13
20,13
21,13
22,13
24,13
31,13
33,13
34,13
35,13
38,13
39,13
40,13
45,13
58,13
59,13
61,13
62,13
64,13
65,13
66,13
67,13
71,13
72,13
74,13
75,13
79,13
86,13
87,13
91,13
92,13
95,13
97,13
103,13
105,13
106,13
110,13
111,13
113,13
115,13
116,13
118,13
119,13
127,13
128,13
130,13
135,13
137,13
139,13
140,13
143,13
145,13
146,13
148,13
151,13
153,13
154,13
156,13
157,13
158,13
159,13
160,13
163,13
164,13
171,13
172,13
175,13
177,13
181,13
182,13
183,13
184,13
187,13
190,13
191,13
196,13
199,13
202,13
203,13
204,13
1,14
2,14
4,14
8,14
9,14
11,14
13,14
14,14
15,14
20,14
24,14
33,14
34,14
35,14
37,14
45,14
59,14
62,14
65,14
67,14
69,14
74,14
75,14
79,14
86,14
87,14
92,14
95,14
100,14
103,14
104,14
105,14
106,14
111,14
115,14
116,14
118,14
119,14
122,14
126,14
127,14
128,14
130,14
132,14
133,14
135,14
139,14
140,14
143,14
144,14
145,14
146,14
147,14
149,14
151,14
152,14
157,14
158,14
160,14
163,14
164,14
171,14
172,14
173,14
184,14
190,14
191,14
192,14
195,14
197,14
199,14
200,14
